budget,homepage,id,original_language,release_date,revenue,runtime,title,genre
1200000,,500,en,1992-09-02,14661007,99,Reservoir Dogs,Adventure
6000000,,792,en,1986-12-18,138530565,120,Platoon,Thriller
6500000,,8491,en,1989-07-05,30218387,97,Weekend at Bernie's,Sci-Fi
49000000,https://www.sonymoviechannel.com/movies/basic-instinct,402,en,1992-03-20,352927224,127,Basic Instinct,Comedy
38000000,,10537,en,1991-03-01,34416893,140,The Doors,Sci-Fi
3705538,http://www.miramax.com/movie/the-crying-game/,11386,en,1992-09-02,62548947,112,The Crying Game,Horror
12500000,,9504,en,1992-09-15,10725228,100,Glengarry Glen Ross,Adventure
12000000,,15764,en,1982-12-08,30036000,151,Sophie's Choice,Comedy
10500000,http://www.et20.com/,601,en,1982-04-03,792965326,115,E.T. the Extra-Terrestrial,Sci-Fi
60000000,,2119,en,1990-06-27,157920733,107,Days of Thunder,Thriller
15000000,,744,en,1986-05-16,356830601,110,Top Gun,Adventure
1800000,,702,en,1951-09-18,8000000,125,A Streetcar Named Desire,Adventure
12500000,,21612,en,1996-01-26,1227324,99,The Funeral,Comedy
36000000,,1630,en,1996-10-12,20300385,129,The People vs. Larry Flynt,Thriller
5000000,,11843,en,1975-05-21,41833347,113,The Return of the Pink Panther,Adventure
6788000,,10379,en,1991-04-19,13878334,103,Drop Dead Fred,Thriller
70000000,,2756,en,1989-08-09,90000098,139,The Abyss,Documentary
1000000,http://www.theofficialjohncarpenter.com/the-fog/,790,en,1980-02-08,21378361,89,The Fog,Thriller
6000000,http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,en,1981-05-22,50244700,99,Escape from New York,Drama
1000000,,11298,en,1981-04-03,17985893,91,The Howling,Documentary
400000,http://www.sonypictures.com/cthe/montypython/,762,en,1975-03-13,5028948,91,Monty Python and the Holy Grail,Drama
7000000,,49763,en,1996-11-01,1100000,80,Bad Moon,Comedy
4000000,,892,fr,1991-04-17,1794187,99,Delicatessen,Sci-Fi
27000000,,409,en,1996-11-14,231976425,162,The English Patient,Documentary
645180,,10161,en,1989-07-21,14743391,103,My Left Foot: The Story of Christy Brown,Comedy
3000000,,10409,en,1992-08-20,33946224,94,Strictly Ballroom,Sci-Fi
4,http://www.madonna.com,10174,en,1991-05-10,29,119,Madonna: Truth or Dare,Adventure
500000,,31225,en,1990-03-13,3779620,71,Paris is Burning,Horror
3000000,,510,en,1975-11-18,108981275,133,One Flew Over the Cuckoo's Nest,Documentary
18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,1891,en,1980-05-17,538400000,124,The Empire Strikes Back,Horror
16000000,,2493,en,1987-09-18,30857814,98,The Princess Bride,Comedy
18000000,http://www.indianajones.com,85,en,1981-06-12,389925971,115,Raiders of the Lost Ark,Thriller
18500000,,679,en,1986-07-18,183316455,137,Aliens,Horror
1200000,"http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",429,it,1966-12-23,6000000,161,"The Good, the Bad and the Ugly",Sci-Fi
350000,,389,en,1957-03-25,1000000,96,12 Angry Men,Adventure
15000000,,947,en,1962-12-10,69995385,216,Lawrence of Arabia,Sci-Fi
2200000,,185,en,1971-12-18,26589000,136,A Clockwork Orange,Sci-Fi
2000000,,595,en,1962-12-25,13129846,129,To Kill a Mockingbird,Horror
31500000,http://www.apocalypsenow.com,28,en,1979-08-15,89460381,153,Apocalypse Now,Adventure
5000000,,335,it,1968-12-21,5321508,175,Once Upon a Time in the West,Documentary
32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,en,1983-05-23,572700000,135,Return of the Jedi,Sci-Fi
2500000,http://www.wim-wenders.com/movies/movies_spec/wingsofdesire/wingsofdesire.htm,144,de,1987-01-01,3200000,128,Wings of Desire,Sci-Fi
25000000,http://www.warnerbros.com/goodfellas,769,en,1990-09-12,46836394,145,GoodFellas,Adventure
11000000,https://www.facebook.com/alienanthology/,348,en,1979-05-25,104931801,117,Alien,Sci-Fi
11500000,,11645,ja,1985-06-01,4069653,162,Ran,Drama
806948,,539,en,1960-06-16,32000000,109,Psycho,Adventure
27000000,,525,en,1980-06-17,115229890,133,The Blues Brothers,Sci-Fi
13000000,,240,en,1974-12-20,47542841,200,The Godfather: Part II,Action
17000000,,600,en,1987-06-26,46357676,116,Full Metal Jacket,Sci-Fi
18000000,,279,en,1984-10-26,51973029,160,Amadeus,Comedy
18000000,,1578,en,1980-11-14,23000000,129,Raging Bull,Action
4000000,,703,en,1977-04-19,38251425,93,Annie Hall,Horror
27000000,,9549,en,1983-10-20,21500000,193,The Right Stuff,Adventure
14000000,http://www.dasboot.com,387,de,1981-09-16,85000000,149,Das Boot,Thriller
5500000,,9277,en,1973-12-25,159616327,129,The Sting,Adventure
6400000,http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,en,1984-10-26,78371200,108,The Terminator,Horror
3000000,,763,en,1992-08-13,242623,104,Braindead,Action
18000000,,9665,en,1989-12-15,26828365,122,Glory,Action
14000000,,379,en,1990-09-21,5080409,115,Miller's Crossing,Horror
16400000,,207,en,1989-06-02,235860116,129,Dead Poets Society,Horror
3000000,,37247,en,1967-12-21,104945305,106,The Graduate,Thriller
829000,,1480,en,1958-04-23,2247465,95,Touch of Evil,Adventure
3000000,,826,en,1957-10-02,27200000,161,The Bridge on the River Kwai,Documentary
6000000,,829,en,1974-06-20,30000000,130,Chinatown,Horror
3800000,,3090,en,1948-01-24,4307000,126,The Treasure of the Sierra Madre,Comedy
19000000,,694,en,1980-05-22,44017374,144,The Shining,Drama
8000000,,235,en,1986-08-22,52287414,89,Stand by Me,Comedy
3600000,,765,en,1987-03-13,5923044,84,Evil Dead II,Adventure
4000000,,5925,en,1963-06-20,11744471,172,The Great Escape,Horror
15000000,,11778,en,1978-12-08,50000000,183,The Deer Hunter,Horror
14600000,,137,en,1993-02-11,70906973,101,Groundhog Day,Horror
14000000,,33,en,1992-08-07,159157447,131,Unforgiven,Thriller
80000000,,982,en,1962-10-24,96105910,126,The Manchurian Candidate,Thriller
19000000,http://www.backtothefuture.com/movies/backtothefuture1,105,en,1985-07-03,381109762,116,Back to the Future,Documentary
11000000,,1633,en,1991-12-27,119418501,130,Fried Green Tomatoes,Documentary
12000000,,11202,en,1970-01-25,89800000,172,Patton,Comedy
8000000,http://www.bandaivisual.co.jp/akira/,149,ja,1988-07-16,553171,124,Akira,Comedy
16000000,,8009,en,1986-03-07,5900000,116,Highlander,Sci-Fi
3000000,,903,en,1967-06-22,16217773,126,Cool Hand Luke,Documentary
2800000,,3034,en,1974-12-15,86273333,106,Young Frankenstein,Thriller
3500000,,339,en,1991-10-03,2015810,129,Night on Earth,Action
2000000,,914,en,1940-10-15,11000000,125,The Great Dictator,Drama
2280000,http://movies.disney.com/fantasia,756,en,1940-11-13,83320000,124,Fantasia,Drama
730000,,288,en,1952-03-27,8000000,85,High Noon,Drama
15000000,,665,en,1959-12-26,146900000,212,Ben-Hur,Thriller
2500000,,11031,en,1984-05-04,4736202,82,This Is Spinal Tap,Adventure
48000000,http://www.indianajones.com/crusade,89,en,1989-05-24,474171806,127,Indiana Jones and the Last Crusade,Adventure
22000000,,783,en,1982-11-30,77737889,191,Gandhi,Horror
17000000,,10644,en,1988-02-05,10006806,171,The Unbearable Lightness of Being,Horror
3000000,,11257,en,1985-12-13,20966644,117,A Room with a View,Action
12000000,,12104,en,1982-07-14,22244207,95,Pink Floyd: The Wall,Horror
14400000,,625,en,1984-11-02,34700291,141,The Killing Fields,Thriller
1900000,,830,en,1956-03-15,3250000,98,Forbidden Planet,Thriller
6000000,,642,en,1969-09-23,102308889,110,Butch Cassidy and the Sundance Kid,Horror
1746964,,655,en,1984-05-19,2181987,147,"Paris, Texas",Action
16000000,,639,en,1989-07-21,92823546,96,When Harry Met Sally...,Thriller
50000000,,8077,en,1992-05-22,159773545,114,Alien³,Comedy
10000000,,814,en,1981-08-21,31973249,97,An American Werewolf in London,Comedy
2500000,,571,en,1963-03-28,11403529,119,The Birds,Adventure
40000000,,6114,en,1992-11-13,215862692,128,Dracula,Thriller
6000000,,9529,en,1992-10-16,25792310,99,Candyman,Drama
35000000,,1598,en,1991-11-15,182300000,128,Cape Fear,Adventure
1800000,,7340,en,1976-11-03,33800000,98,Carrie,Comedy
1800000,,377,en,1984-11-14,25504513,91,A Nightmare on Elm Street,Action
2800000,,794,en,1976-06-06,60922980,111,The Omen,Sci-Fi
46000000,http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,en,1996-11-21,150000000,111,Star Trek: First Contact,Comedy
1000000,,12498,en,1996-08-30,24444121,135,Sling Blade,Drama
60000000,,9279,en,1996-11-15,129832389,89,Jingle All the Way,Action
40000000,,21539,en,1996-12-13,48093211,124,The Preacher's Wife,Comedy
3000000,,12709,en,1996-05-09,2503829,102,Ridicule,Sci-Fi
54000000,,11674,en,1996-11-17,320689294,103,101 Dalmatians,Comedy
70000000,,1573,en,1990-07-02,240031094,124,Die Hard 2,Thriller
35000000,,152,en,1979-12-06,139000000,132,Star Trek: The Motion Picture,Drama
27000000,,174,en,1991-12-05,96900000,113,Star Trek VI: The Undiscovered Country,Sci-Fi
30000000,,172,en,1989-06-09,70200000,107,Star Trek V: The Final Frontier,Thriller
12000000,,154,en,1982-06-03,96800000,113,Star Trek II: The Wrath of Khan,Adventure
18000000,,157,en,1984-05-31,87000000,105,Star Trek III: The Search for Spock,Documentary
24000000,,168,en,1986-11-25,133000000,119,Star Trek IV: The Voyage Home,Comedy
80000000,,364,en,1992-06-19,280000000,126,Batman Returns,Action
13000000,,11967,en,1988-08-12,44726644,107,Young Guns,Horror
6000000,,621,en,1978-07-07,181813770,110,Grease,Action
13200000,,9037,en,1982-06-11,15171476,115,Grease 2,Drama
12000000,,10173,en,1990-10-05,46044400,94,Marked for Death,Sci-Fi
35000000,,8845,en,1992-10-08,156563139,103,Under Siege,Adventure
7000000,http://www.jaws25.com/,578,en,1975-06-18,470654000,124,Jaws,Action
20000000,,579,en,1978-06-16,187884007,116,Jaws 2,Documentary
20500000,,17692,en,1983-03-16,87987055,99,Jaws 3-D,Action
70000000,http://marsattacks.warnerbros.com/,75,en,1996-12-12,101371017,106,Mars Attacks!,Horror
3000000,,13891,en,1996-12-13,153155,104,Citizen Ruth,Documentary
50000000,,9390,en,1996-12-06,273552592,139,Jerry Maguire,Drama
6000000,,378,en,1987-03-01,29180280,94,Raising Arizona,Drama
23000000,,9819,en,1996-12-18,12803305,98,Marvin's Room,Adventure
14000000,,4232,en,1996-12-20,173046663,111,Scream,Action
40000000,,9361,en,1992-09-25,75505856,112,The Last of the Mohicans,Documentary
55000000,http://en.wikipedia.org/wiki/Evita_(film),8818,en,1996-12-14,141047179,134,Evita,Documentary
55000000,,34314,en,1997-01-09,11466088,100,Turbulence,Comedy
55000000,,8860,en,1997-01-16,31987563,117,Metro,Action
116000000,,9619,en,1997-02-07,178127760,108,Dante's Peak,Documentary
8000000,,26306,en,1997-01-24,589304,106,Prefontaine,Comedy
50000000,,66,en,1997-02-14,50068310,121,Absolute Power,Documentary
25000000,,11419,en,1997-02-13,36400360,93,Vegas Vacation,Documentary
15000000,,638,en,1997-01-15,3675201,134,Lost Highway,Documentary
30000000,,25624,en,1997-02-21,13130349,140,Rosewood,Horror
35000000,,9366,en,1997-02-27,41954997,127,Donnie Brasco,Drama
3000000,,28005,en,1996-09-11,4109095,117,Kama Sutra - A Tale of Love,Horror
28000000,,9403,en,1997-03-07,41230799,109,Private Parts,Sci-Fi
68000000,,10003,en,1997-04-03,118063304,116,The Saint,Documentary
45000000,,1624,en,1997-03-21,302710615,86,Liar Liar,Documentary
20000000,,16052,en,1997-03-21,60000000,127,Selena,Drama
90000000,,4477,en,1997-03-12,140807547,107,The Devil's Own,Comedy
32000000,,24662,en,1997-03-26,3566637,75,Cats Don't Dance,Drama
10000000,,6499,en,1997-03-27,17979739,99,Turbo: A Power Rangers Movie,Thriller
35000000,,50512,en,1997-04-04,791830,108,Anna Karenina,Horror
45000000,,9360,en,1997-04-11,136885767,89,Anaconda,Action
16500000,,816,en,1997-05-02,67683989,94,Austin Powers: International Man of Mystery,Action
36000000,,2163,en,1997-05-02,50159144,95,Breakdown,Adventure
90000000,,18,en,1997-05-07,263920180,126,The Fifth Element,Documentary
2000000,,64802,de,1997-05-16,2900000,108,Love! Valour! Compassion!,Horror
73000000,,330,en,1997-05-23,229074524,129,The Lost World: Jurassic Park,Adventure
75000000,,1701,en,1997-06-01,224012234,115,Con Air,Action
160000000,,1639,en,1997-06-13,164508066,121,Speed 2: Cruise Control,Drama
500000,,49235,en,1997-06-06,10300,95,Squeeze,Thriller
125000000,,415,en,1997-06-20,238207122,125,Batman & Robin,Adventure
85000000,,11970,en,1997-06-26,252712101,93,Hercules,Adventure
38000000,,8874,en,1997-06-19,299288605,105,My Best Friend's Wedding,Drama
900000,,266,fr,1963-10-21,528428,103,Contempt,Adventure
80000000,,754,en,1997-06-27,245676146,138,Face/Off,Sci-Fi
90000000,http://www.sonypictures.com/homevideo/meninblack/,607,en,1997-07-02,589390539,98,Men in Black,Action
28000000,,17834,en,1997-07-11,8345056,86,A Simple Wish,Horror
90000000,http://www.warnerbros.com/contact,686,en,1997-07-11,171120329,150,Contact,Adventure
50000000,,4421,en,1997-08-22,48169156,125,G.I. Jane,Horror
20000000,,9387,en,1982-04-02,79114085,129,Conan the Barbarian,Thriller
15000000,http://www.miramax.com/movie/cop-land,2142,en,1997-08-15,44862187,104,Cop Land,Thriller
60000000,,8413,en,1997-08-15,26673242,96,Event Horizon,Action
40000000,,10336,en,1997-07-31,87840042,96,Spawn,Comedy
3000000,,20737,en,1997-08-01,23144499,98,Air Bud,Sci-Fi
19000000,,9413,en,1997-08-01,44332015,105,Picture Perfect,Sci-Fi
75000000,,8834,en,1997-08-07,136982834,135,Conspiracy Theory,Comedy
16000000,,8854,en,1997-08-15,1686429,97,Steel,Horror
30000000,,4961,en,1997-08-22,25480490,105,Mimic,Horror
85000000,,9772,en,1997-07-25,315156409,124,Air Force One,Horror
20000000,,6072,en,1997-07-29,5716080,119,One Eight Seven,Adventure
30000000,http://www.paramount.com/movies/hunt-red-october,1669,en,1990-03-02,199200000,134,The Hunt for Red October,Comedy
35000000,,2118,en,1997-09-19,126216940,138,L.A. Confidential,Documentary
70000000,,978,en,1997-09-12,131457682,136,Seven Years in Tibet,Adventure
27000000,,9437,en,1997-10-03,60527873,115,Kiss the Girls,Action
5000000,,10351,en,1997-09-19,15719109,90,Wishmaster,Adventure
50000000,,2649,en,1997-09-12,109423648,129,The Game,Documentary
60000000,,14289,en,1997-09-05,16000000,105,Fire Down Below,Sci-Fi
19000000,,10155,en,1997-10-03,6682098,125,U Turn,Comedy
18000000,,68924,en,1997-09-27,8038061,112,The Ice Storm,Sci-Fi
250000,http://www.viewaskew.com/chasingamy/,2255,en,1997-04-04,12021272,113,Chasing Amy,Action
3500000,,9427,en,1997-08-13,257850122,91,The Full Monty,Sci-Fi
17000000,,3597,en,1997-10-17,125586134,100,I Know What You Did Last Summer,Action
57000000,,1813,en,1997-10-17,152944660,144,The Devil's Advocate,Comedy
12000000,,12628,en,1997-10-17,4000000,94,Playing God,Action
1500000,,33344,en,1997-10-10,626057,85,The House of Yes,Adventure
36000000,,782,en,1997-09-07,12532777,106,Gattaca,Comedy
37000000,,10871,en,1997-10-31,6482195,118,Switchback,Action
10000000,,10890,en,1981-06-25,85300000,106,Stripes,Adventure
18000000,,1281,en,1997-07-03,251212670,85,Bean,Action
50000000,,9770,en,1997-11-07,10541523,114,Mad City,Action
24000000,,12616,en,1997-11-14,2642983,102,One Night Stand,Comedy
40000000,,11975,en,1997-11-18,45916769,135,The Rainmaker,Comedy
15000000,,4995,en,1997-09-11,43101594,155,Boogie Nights,Action
12000000,,9281,en,1985-02-08,68706993,113,Witness,Action
105000000,,563,en,1997-11-06,121214377,129,Starship Troopers,Horror
11000000,,19931,en,1993-09-08,32861136,139,The Joy Luck Club,Adventure
6000000,,10215,en,1998-04-23,58000000,99,Sliding Doors,Drama
30000000,,9823,en,1997-11-21,51376861,95,Mortal Kombat: Annihilation,Documentary
60000000,,37165,en,1998-06-04,264118201,103,The Truman Show,Sci-Fi
60000000,,4824,en,1997-11-14,159330280,124,The Jackal,Horror
53000000,,9444,en,1997-11-20,139804348,94,Anastasia,Thriller
20000000,,9414,en,1997-11-14,13801755,97,The Man Who Knew Too Little,Thriller
70000000,,8078,en,1997-11-12,162000000,109,Alien: Resurrection,Documentary
36000000,,11831,en,1997-12-03,74000000,155,Amistad,Action
20000000,,2639,en,1997-08-26,10686841,96,Deconstructing Harry,Documentary
80000000,,9574,en,1997-11-26,177977226,93,Flubber,Drama
35000000,,10371,en,1997-12-11,31611225,115,For Richer or Poorer,Action
10000000,http://www.miramax.com/movie/good-will-hunting,489,en,1997-12-05,225933435,126,Good Will Hunting,Sci-Fi
32000000,http://www.ha3.com/,9714,en,1997-12-12,79082515,102,Home Alone 3,Drama
35000000,,8197,en,1997-11-21,25105255,155,Midnight in the Garden of Good and Evil,Adventure
38000000,,6283,en,1997-12-19,122417389,98,MouseHunt,Drama
24000000,,4233,en,1997-12-09,172363301,120,Scream 2,Thriller
5000000,,10217,en,1997-05-14,3263585,112,The Sweet Hereafter,Sci-Fi
200000000,http://www.titanicmovie.com,597,en,1997-11-18,1845034188,194,Titanic,Horror
110000000,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,en,1997-12-11,333011068,119,Tomorrow Never Dies,Thriller
80000000,,9922,en,1997-12-25,17626234,177,The Postman,Sci-Fi
60000000,,547,en,1998-05-14,186883563,170,The Horse Whisperer,Thriller
12000000,,184,en,1997-12-24,39673162,154,Jackie Brown,Horror
28000000,,9746,en,1997-12-25,5684789,134,Kundun,Action
15000000,http://www.biglebowskibluray.com/splash.php,115,en,1998-03-06,46189568,117,The Big Lebowski,Drama
25000000,,9410,en,1998-01-19,55494066,111,Great Expectations,Comedy
15000000,,586,en,1997-12-25,64256513,97,Wag the Dog,Thriller
27000000,,2666,en,1998-02-27,27200316,100,Dark City,Documentary
70000000,,11258,en,1998-01-16,19870567,97,Hard Rain,Sci-Fi
8000000,,9490,en,1998-01-16,17460020,82,Half Baked,Adventure
3000000,http://www.foxsearchlight.com/shootfish/,25719,en,1997-08-22,302204,109,Shooting Fish,Comedy
25000000,,6116,en,1997-12-19,100000000,93,Spice World,Action
45000000,,9457,en,1998-01-30,11203026,106,Deep Rising,Thriller
30000000,,11702,en,1998-02-06,19204929,87,The Replacement Killers,Action
1000000,,12238,en,1997-04-30,91549,93,The Night Flier,Drama
28000000,,11568,en,1998-02-05,14051384,123,Blues Brothers 2000,Action
18000000,,11003,en,1998-02-13,123306987,95,The Wedding Singer,Adventure
75000000,http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,10153,en,1998-02-13,13100000,134,Sphere,Comedy
50000000,,2898,en,1997-12-19,314178011,139,As Good as It Gets,Sci-Fi
1000000,,9558,en,1990-07-18,2554476,103,King of New York,Horror
60000000,,11808,en,1998-03-06,102367405,131,U.S. Marshals,Adventure
27000000,,42807,en,1998-03-26,76000000,113,The Newton Boys,Comedy
20000000,,617,en,1998-03-20,67200000,108,Wild Things,Horror
1000000,,32456,en,1997-09-07,2057193,84,Two Girls and a Guy,Adventure
15000000,,17127,en,1998-04-17,46905889,111,The Object of My Affection,Documentary
24000000,,40688,en,1998-03-27,4562146,93,Meet the Deedles,Drama
80000000,,2157,en,1998-04-03,136159423,130,Lost in Space,Horror
10000000,,29193,en,1997-09-08,13835130,110,The Spanish Prisoner,Comedy
55000000,,795,en,1998-04-10,198685114,114,City of Angels,Sci-Fi
25000000,,9469,en,1998-05-01,21567853,136,He Got Game,Adventure
5000000,,16148,en,1998-01-30,1980338,116,Zero Effect,Adventure
10000000,,78149,en,1998-02-20,45779,86,"An Alan Smithee Film: Burn, Hollywood, Burn",Adventure
